filename,text_length,wer,cer,text_fail,text_fail_percentage,original_entity_count,entity_fail_count,entity_fail_percentage,missing_person_count,extra_person_count,total_review_person_count,word_error_count,micro_averaged_word_error_count,mean_wer,mean_cer,mean_text_fail,total_files,total_text_fail,total_text_length,total_text_fail_percentage,total_entity_fail_count,total_original_entity_count,total_entity_fail_percentage,mean_original_entity_count,mean_missing_person_count,mean_extra_person_count,mean_total_review_person_count,total_review_persons,total_missing_persons
texas_delegate_annotated.csv,539,0.0018552875695732839,0.0016386726751331422,0,0.0,19,3,0.15789473684210525,0,0,4,1.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
springer_annotated.csv,144,0.0,0.0,0,0.0,6,0,0.0,0,0,0,0.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Santora_annotated.csv,509,0.021611001964636542,0.012058570198105082,0,0.0,24,3,0.125,0,0,14,11.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
B._HUTCHINSON_annotated.csv,1713,0.011091652072387624,0.014402003757044458,0,0.0,60,9,0.15,1,0,20,19.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
J._CURRAN_annotated.csv,231,0.008658008658008658,0.01073345259391771,0,0.0,7,4,0.5714285714285714,0,0,2,2.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
2_KANSAS_DELEGATES_annotated.csv,1515,0.02046204620462046,0.0057844243792325055,5,0.33003300330033003,68,15,0.22058823529411764,2,1,30,30.999999999999996,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
moore_annotated.csv,199,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
J._SOREF_annotated.csv,584,0.023972602739726026,0.021134202183867558,6,1.0273972602739725,27,8,0.2962962962962963,0,0,3,14.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
L._SLAUGHTER_annotated.csv,1631,0.014101778050275904,0.009568140677527799,0,0.0,55,7,0.12727272727272726,0,1,22,23.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
N._PELOSI_copy_annotated.csv,596,0.0,0.0,0,0.0,16,6,0.375,0,1,4,0.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
